EntrezID	Gene	UNIPROT	common_p	Concentration	Ayuko_Ev_q
11157	LSM6	P62312	P	30	70568866.25
27258	LSM3	P62310	P	30	161558790.9
2992	GYG1	P46976	P	30	67999265
64746	ACBD3	Q9H3P7	P	29	65075485.67
84661	DPY30	Q9C005	P	29	36614445.72
57470	LRRC47	Q8N1G4	P	29	61826683.58
23435	TARDBP	Q13148	P	29	149599815.5
6812	STXBP1	P61764	P	29	31423942.57
1396	CRIP1	P50238	P	29	96162753.23
51631	LUC7L2	Q9Y383	P	28	19344998.31
51100	SH3GLB1	Q9Y371	P	28	30515396.67
10056	FARSB	Q9NSD9	P	28	168955504.4
58490	RPRD1B	Q9NQG5	P	28	9515470.188
80349	WDR61	Q9GZS3	P	28	74376781.86
81533	ITFG1	Q8TB96	P	28	31971099.75
11047	ADRM1	Q16186	P	28	71305736
3422	IDI1	Q13907	P	28	32665583.01
4809	SNU13	P55769	P	28	252287087.5
5606	MAP2K3	P46734	P	28	22372922.42
4436	MSH2	P43246	P	28	27148469.67
9631	NUP155	O75694	P	28	19503957.5
8943	AP3D1	O14617	P	28	86234329.25
11198	SUPT16H	Q9Y5B9	P	27	103785225.8
55210	ATAD3A	Q9NVI7	P	27	12158888.49
23022	PALLD	Q8WX93	P	27	101421593.3
8520	HAT1	O14929	P	27	32489976
4259	MGST3	O14880	P	27	31369877.13
81542	TMX1	Q9H3N1	P	26	47358938.13
57326	PBXIP1	Q96AQ6	P	26	24815552.88
255252	LRRC57	Q8N9N7	P	26	20162810.23
50488	MINK1	Q8N4C8	P	26	26247454.95
9296	ATP6V1F	Q16864	P	26	35366732.13
10953	TOMM34	Q15785	P	26	62099751.79
1021	CDK6	Q00534	P	26	161305743.5
754	PTTG1IP	P53801	P	26	22012795.38
6723	SRM	P19623	P	26	135534034.8
10592	SMC2	O95347	P	26	16870800.5
10213	PSMD14	O00487	P	26	140220896
11332	ACOT7	O00154	P	26	85139671.79
51228	GLTP	Q9NZD2	P	25	28983166.63
27436	EML4	Q9HC35	P	25	178098548.3
80230	RUFY1	Q96T51	P	25	27826686.51
3066	HDAC2	Q92769	P	25	127833500.5
55234	SMU1	Q2TAY7	P	25	90014943.88
6641	SNTB1	Q13884	P	25	49445642.58
4686	NCBP1	Q09161	P	25	73681050.15
8402	SLC25A11	Q02978	P	25	9471978.99
4702	NDUFA8	P51970	P	25	17628090.67
5965	RECQL	P46063	P	25	191657004.3
4720	NDUFS2	O75306	P	25	27713844
65992	DDRGK1	Q96HY6	P	24	14830841
8239	USP9X	Q93008	P	24	71577641.57
23165	NUP205	Q92621	P	24	22299564.1
80146	UXS1	Q8NBZ7	P	24	103704089.1
222068	TMED4	Q7Z7H5	P	24	52192648.29
56829	ZC3HAV1	Q7Z2W4	P	24	22481008.25
5635	PRPSAP1	Q14558	P	24	25722003.23
2585	GALK2	Q01415	P	24	62564139.46
11168	PSIP1	O75475	P	24	85468747.56
51143	DYNC1LI1	Q9Y6G9	P	23	54663226
6730	SRP68	Q9UHB9	P	23	97673967.91
80273	GRPEL1	Q9HAV7	P	23	15912915.75
94081	SFXN1	Q9H9B4	P	23	14497969.98
64083	GOLPH3	Q9H4A6	P	23	56937208
6430	SRSF5	Q13243	P	23	85302053.63
4141	MARS1	P56192	P	23	128304378.1
3703	STT3A	P46977	P	23	12752980.5
3337	DNAJB1	P25685	P	23	45191297.95
6731	SRP72	O76094	P	23	88929537.1
6623	SNCG	O76070	P	23	19796688.06
10652	YKT6	O15498	P	23	19196934.35
4733	DRG1	Q9Y295	P	22	20968487.58
51510	CHMP5	Q9NZZ3	P	22	38213522.75
54935	DUSP23	Q9BVJ7	P	22	57984929.69
7266	DNAJC7	Q99615	P	22	27985326.75
988	CDC5L	Q99459	P	22	21839339
6726	SRP9	P49458	P	22	68696357.95
23468	CBX5	P45973	P	22	69896364
10314	LANCL1	O43813	P	22	108306028
27257	LSM1	O15116	P	22	19416589
4940	OAS3	Q9Y6K5	P	21	66410902
51645	PPIL1	Q9Y3C6	P	21	51046883
10165	SLC25A13	Q9UJS0	P	21	2520673.008
23075	SWAP70	Q9UH65	P	21	35781267
9774	BCLAF1	Q9NYF8	P	21	92036345.75
9416	DDX23	Q9BUQ8	P	21	21458466.5
57019	CIAPIN1	Q6FI81	P	21	4205464.063
55114	ARHGAP17	Q68EM7	P	21	29313762.04
7205	TRIP6	Q15654	P	21	51766845.25
3646	EIF3E	P60228	P	21	129023719.8
6548	SLC9A1	P19634	P	21	106518801.2
1783	DYNC1LI2	O43237	P	21	66316384.08
5373	PMM2	O15305	P	21	99780803.21
5352	PLOD2	O00469	P	21	21942040.66
60314	MYG1	Q9HB07	P	20	42961613.19
10250	SRRM1	Q8IYB3	P	20	15600375.75
283742	FAM98B	Q52LJ0	P	20	48591569.45
8411	EEA1	Q15075	P	20	15362487.5
80347	COASY	Q13057	P	20	43538116.5
23557	SNAPIN	O95295	P	20	36917541.06
1861	TOR1A	O14656	P	20	4702287.25
51382	ATP6V1D	Q9Y5K8	P	19	71786006
22870	PPP6R1	Q9UPN7	P	19	33623780
23640	HSPBP1	Q9NZL4	P	19	21691744.88
5976	UPF1	Q92900	P	19	78963219.56
57805	CCAR2	Q8N163	P	19	97961698.94
10498	CARM1	Q86X55	P	19	37316390.88
29957	SLC25A24	Q6NUK1	P	19	30294579
9584	RBM39	Q14498	P	19	56083976.78
6595	SMARCA2	P51531	P	19	45544724.09
953	ENTPD1	P49961	P	19	63020280.45
5217	PFN2	P35080	P	19	90738514.38
1656	DDX6	P26196	P	19	81671948.33
6734	SRPRA	P08240	P	19	54541666.4
9512	PMPCB	O75439	P	19	48054482
5496	PPM1G	O15355	P	19	65764499.38
51377	UCHL5	Q9Y5K5	P	18	45184744.66
10458	BAIAP2	Q9UQB8	P	18	36971799.44
79084	WDR77	Q9BQA1	P	18	76831412.09
134492	NUDCD2	Q8WVJ2	P	18	39874863.13
64175	P3H1	Q32P28	P	18	10515472.75
865	CBFB	Q13951	P	18	30578183.91
119	ADD2	P35612	P	18	14521940.5
86	ACTL6A	O96019	P	18	202611985.3
10617	STAMBP	O95630	P	18	28389445
26156	RSL1D1	O76021	P	18	42123300
9521	EEF1E1	O43324	P	18	134910174
10910	SUGT1	Q9Y2Z0	P	17	36688803.27
23524	SRRM2	Q9UQ35	P	17	14306702.38
8886	DDX18	Q9NVP1	P	17	36217141.69
79717	PPCS	Q9HAB8	P	17	55688719.5
55898	UNC45A	Q9H3U1	P	17	37839141.71
79643	CHMP6	Q96FZ7	P	17	34104361.23
79711	IPO4	Q8TEX9	P	17	29788729.84
201595	STT3B	Q8TCJ2	P	17	28874785.5
2059	EPS8	Q12929	P	17	32784199.75
6119	RPA3	P35244	P	17	148930128
8623	ASMTL	O95671	P	17	25628827.79
55902	ACSS2	Q9NR19	P	16	69816150.08
83939	EIF2A	Q9BY44	P	16	140859466.4
9093	DNAJA3	Q96EY1	P	16	9936590.938
7874	USP7	Q93009	P	16	73807828.04
10483	SEC23B	Q15437	P	16	91817694.9
2582	GALE	Q14376	P	16	57194145.7
1967	EIF2B1	Q14232	P	16	62507725.57
3606	IL18	Q14116	P	16	48838560.13
1487	CTBP1	Q13363	P	16	88425297.25
667	DST	Q03001	P	16	10842745.25
6611	SMS	P52788	P	16	46639407.38
9060	PAPSS2	O95340	P	16	59045500.42
6793	STK10	O94804	P	16	15603236.29
2182	ACSL4	O60488	P	16	32254162.59
80856	LNPK	Q9C0E8	P	15	22675403.13
55740	ENAH	Q8N8S7	P	15	38225254
23352	UBR4	Q5T4S7	P	15	60071131.79
10654	PMVK	Q15126	P	15	72328461.08
7411	VBP1	P61758	P	15	22065550
2956	MSH6	P52701	P	15	23122296.53
51747	LUC7L3	O95232	P	15	19010819.25
9246	UBE2L6	O14933	P	15	263889958.6
23788	MTCH2	Q9Y6C9	P	14	9058197.664
51260	PBDC1	Q9BVG4	P	14	60274717.09
23065	EMC1	Q8N766	P	14	14359672
2274	FHL2	Q14192	P	14	58720966.04
11214	AKAP13	Q12802	P	14	26600504.63
10427	SEC24B	O95487	P	14	29471590.25
4722	NDUFS3	O75489	P	14	9327793
23011	RAB21	Q9UL25	P	13	75105344.31
55847	CISD1	Q9NZ45	P	13	39184447.81
54927	CHCHD3	Q9NX63	P	13	8436324.5
55915	LANCL2	Q9NS86	P	13	27544548.94
57510	XPO5	Q9HAV4	P	13	39864888.9
64710	NUCKS1	Q9H1E3	P	13	18620135.38
26354	GNL3	Q9BVP2	P	13	19611156.25
26121	PRPF31	Q8WWY3	P	13	70949061.08
359948	IRF2BP2	Q7Z5L9	P	13	13827855.38
9879	DDX46	Q7L014	P	13	54618007
55720	TSR1	Q2NL82	P	13	20871090.59
4643	MYO1E	Q12965	P	13	37071259.48
10588	MTHFS	P49914	P	13	30828179.63
23517	MTREX	P42285	P	13	64273149.67
400	ARL1	P40616	P	13	81885676.03
9061	PAPSS1	O43252	P	13	53391456.72
8974	P4HA2	O15460	P	13	35418225.13
9049	AIP	O00170	P	13	15383150.75
9578	CDC42BPB	Q9Y5S2	P	12	20395061.47
58477	SRPRB	Q9Y5M8	P	12	17928865.75
23196	FAM120A	Q9NZB2	P	12	59992074.33
112574	SNX18	Q96RF0	P	12	33257308.5
23197	FAF2	Q96CS3	P	12	26368337.13
10111	RAD50	Q92878	P	12	66877954.74
23367	LARP1	Q6PKG0	P	12	16387011.81
8030	CCDC6	Q16204	P	12	17672636.5
8892	EIF2B2	P49770	P	12	30815230.38
8650	NUMB	P49757	P	12	38033192
3163	HMOX2	P30519	P	12	33025038.94
5825	ABCD3	P28288	P	12	26598127.25
5447	POR	P16435	P	12	63998953.67
53	ACP2	P11117	P	12	40848461.67
4942	OAT	P04181	P	12	51898044.81
9942	XYLB	O75191	P	12	40760920.38
11051	NUDT21	O43809	P	12	41859859.72
55236	UBA6	A0AVT1	P	12	104294762.7
51639	SF3B6	Q9Y3B4	P	11	92257223.96
9694	EMC2	Q15006	P	11	21372150.58
5471	PPAT	Q06203	P	11	29905544.38
79792	GSDMD	P57764	P	11	50441958.96
2794	GNL1	P36915	P	11	38553842.42
6165	RPL35A	P18077	P	11	175052007
10755	GIPC1	O14908	P	11	35836848.69
26060	APPL1	Q9UKG1	P	10	27073333.25
9524	TECR	Q9NZ01	P	10	42733293.77
60626	RIC8A	Q9NPQ8	P	10	38952639.23
60412	EXOC4	Q96A65	P	10	31670184.05
23413	NCS1	P62166	P	10	13705327.67
1488	CTBP2	P56545	P	10	59928013.25
9219	MTA2	O94776	P	10	45305999.63
23307	FKBP15	Q5T1M5	P	9.8	13652352
92521	SPECC1	Q5M775	P	9.8	10981432.72
11260	XPOT	O43592	P	9.8	75612013.71
23002	DAAM1	Q9Y4D1	P	9.7	7275695.604
79709	COLGALT1	Q8NBJ5	P	9.7	21004517.58
23644	EDC4	Q6P2E9	P	9.7	33716482.7
23042	PDXDC1	Q6P996	P	9.6	69708851.5
11080	DNAJB4	Q9UDY4	P	9.5	22881882
22913	RALY	Q9UKM9	P	9.4	61319688.56
84267	C9orf64	Q5T6V5	P	9.4	40695853.58
10562	OLFM4	Q6UX06	P	9.3	1431429010
7372	UMPS	P11172	P	9.2	49284355.35
51072	MEMO1	Q9Y316	P	9.1	60441200.35
23173	METAP1	P53582	P	8.9	66555438.17
8774	NAPG	Q99747	P	8.8	27602437.44
112936	VPS26B	Q4G0F5	P	8.8	42351887
9317	PTER	Q96BW5	P	8.6	17473141
127018	LYPLAL1	Q5VWZ2	P	8.6	100319115.8
8192	CLPP	Q16740	P	8.5	16223127.88
51606	ATP6V1H	Q9UI12	P	8.3	51918368.08
3420	IDH3B	O43837	P	8.3	8917828.125
27131	SNX5	Q9Y5X3	P	8.2	39148701.7
5336	PLCG2	P16885	P	8.2	29071176.38
51663	ZFR	Q96KR1	P	8.1	54984481.5
64759	TNS3	Q68CZ2	P	8.1	60155476.79
1384	CRAT	P43155	P	8.1	34789473.12
6390	SDHB	P21912	P	7.9	20069190.5
23028	KDM1A	O60341	P	7.7	32159261
4729	NDUFV2	P19404	P	7.6	2604927.578
7150	TOP1	P11387	P	7.6	176682011.4
283377	SPRYD4	Q8WW59	P	7.5	51822365.25
84955	NUDCD1	Q96RS6	P	7.3	41168672.5
1841	DTYMK	P23919	P	7	25063355.63
10243	GPHN	Q9NQX3	P	6.9	13804625.44
54497	HEATR5B	Q9P2D3	P	6.8	8641226.406
29995	LMCD1	Q9NZU5	P	6.6	100852773.2
23236	PLCB1	Q9NQ66	P	6.6	250264973.3
5985	RFC5	P40937	P	6.5	25719010.9
55746	NUP133	Q8WUM0	P	6.3	18105576.52
22930	RAB3GAP1	Q15042	P	6.3	32991094.52
6904	TBCD	Q9BTW9	P	6.2	38534634.75
23392	ECPAS	Q5VYK3	P	5.4	49919816.83
7402	UTRN	P46939	P	4.2	15413979.38
