UNIPROT	Entrez	symbol	OV_01OV007_N	OV_17OV003_N	OV_01OV023_N	OV_17OV005_N	OV_01OV017_N	OV_11OV002_N	OV_01OV029_N	OV_14OV011_N	OV_17OV004_N	OV_01OV039_N	OV_15OV001_N	OV_01OV013_N	OV_11OV010_N	OV_01OV019_N	OV_01OV008_N	OV_14OV029_N	OV_01OV010_N	OV_17OV002_N	OV_17OV001_N
A0A0B4J1U3	28826	IGLV1-36	-2.15382429	2.326059935	-0.848364522	2.328090734	NA	NA	-0.933845377	-1.902253296	0.395416475	-0.090032396	0.962692234	-1.279380492	-1.450047939	-0.384871653	-0.309643693	0.125330353	-0.86708106	1.838331659	-0.327777704
A0A0B4J1U7	28385	IGHV6-1	-0.090957394	1.887588176	0.379548849	0.002014027	-0.0687956	1.350207546	-0.685152335	-0.836746725	-0.432405225	0.208011531	0.591921528	0.241614104	1.067267611	-1.925936747	1.943531915	1.539685639	-1.663267637	-0.048291985	-0.981313693
A0A0B4J1V0	28448	IGHV3-15	0.054285647	0.49851175	0.223788954	-1.309240122	0.35844941	0.054651312	0.496658575	-0.912954342	0.894254795	3.922953274	2.763179543	-1.232338506	-0.292883357	0.26635979	-1.616582498	2.092209772	-2.545799124	-0.48026665	-0.020180995
A0A0B4J1V2	28455	IGHV2-26	0.353648281	1.846209513	-0.250724643	0.8251132	-0.26979983	-0.331831639	0.170971653	-0.026365441	-0.070703281	0.84956308	-0.334337532	0.833167481	0.622513225	-0.932644041	0.81950117	1.893149235	-2.251508985	0.347053494	0.295711258
A0A0B4J1V6	28409	IGHV3-73	1.010414193	0.042151731	1.25324574	-1.130546793	0.26121427	1.152984556	0.391089952	0.524132993	1.990013106	0.497771787	0.686614778	-0.31344548	0.013414288	1.390634394	-0.188366287	NA	NA	0.524975285	-0.326319576
A0A0B4J1X5	28408	IGHV3-74	0.982608394	0.576420695	1.232266348	-0.901434958	1.165892786	1.814340151	0.453807973	0.43873868	0.470645471	-0.616840814	2.956941222	-1.358188201	0.863202518	0.369459959	0.129125002	2.560085158	-1.810310161	-0.448833886	-0.179461118
A0A0B4J1Y8	28773	IGLV9-49	1.231912317	1.376249607	-0.442365369	0.962690507	1.33943435	-0.196242642	0.938559704	-0.081553938	0.270501932	-0.03454664	3.572854547	0.527992316	0.371314662	-0.000791773	-2.510914833	1.296968437	0.141737703	2.072165639	-0.450566054
A0A0B4J1Y9	28410	IGHV3-72	0.636458391	0.42545151	1.878750803	-0.808670652	NA	NA	0.201972853	0.695141825	1.379104888	-0.510638454	1.724919962	-0.225115375	-0.23101077	1.0556235	-0.523690739	2.696764281	0.012967918	-0.214365665	0.075152901
A0A0B4J2F0	101928527	PIGBOS1	-0.580392553	-0.449805822	0.092244296	-0.169898667	NA	NA	-2.840402608	-1.48957066	-1.012238059	0.42793746	-0.64790676	0.7441897	0.30141138	0.392381756	1.123897912	0.049901498	-2.7928052	NA	1.337613106
A0A0C4DH25	28874	IGKV3D-20	1.242717113	2.322282722	1.398167146	-0.035840051	1.073178327	0.841040418	0.330192264	-0.864340597	-1.725874228	0.35590053	1.973234553	-0.27874191	1.243692175	-0.105831205	-0.638450097	1.392508676	-0.248001593	-2.132844524	0.319616023
A0A0C4DH29	28473	IGHV1-3	NA	0.516850805	1.650206557	0.141415092	1.00441513	2.34107248	-2.146018948	-0.346080391	-0.003791207	NA	-1.189598526	1.218667469	2.497193335	0.462928202	-0.520774842	NA	NA	-0.343313362	0.263036098
A0A0C4DH34	28400	IGHV4-28	1.014933475	2.209064689	0.33745547	-0.873522491	0.356772833	0.346939934	-0.088951867	-0.80677396	0.241890889	-0.289266053	0.647282159	0.396123633	1.231507869	-0.859407378	1.145867587	1.687262724	-0.439730667	0.66070153	-1.906780169
A0A0C4DH35	28432	IGHV3-35	0.342072285	NA	NA	NA	1.656758849	0.073303169	0.666141426	-0.23929497	1.066704066	0.025413805	0.778153822	-0.681877025	-1.1467842	1.134415575	-0.440084859	2.152199623	-1.482924157	-0.746083855	0.513622676
A0A0C4DH36	28429	IGHV3-38	0.045891411	0.556996772	1.786391989	0.575695646	0.615794924	2.457520603	NA	NA	0.93997532	1.012365878	NA	2.240027066	2.456580432	0.35701584	-0.304953545	2.085235416	-0.844431549	0.285910055	NA
A0A0C4DH38	28388	IGHV5-51	0.741618445	0.822054049	0.731129926	-0.173852618	-0.652583656	1.27155209	1.222252358	0.245828586	1.427060731	1.037932835	1.404533311	-0.937685655	-0.702745326	-0.114485515	0.468184446	2.554066623	-1.0601499	0.244793412	-0.265971959
A0A0J9YX35	102723170	IGHV3-64D	-0.19173815	NA	NA	NA	1.200305778	0.853044949	-0.386176373	-0.616689203	1.166858441	-1.460085978	0.470363522	-1.141710663	-1.329692412	1.100198929	-2.472740562	2.78849334	NA	NA	-0.103243267
A0A0J9YXX1	28386	IGHV5-10-1	1.502292182	-0.344712312	1.10138607	0.139196569	0.73346071	0.850008145	1.568633026	-1.209833503	NA	-0.39784051	-1.393288146	0.543188439	-0.579677503	1.017590101	0.655443237	1.73162907	NA	-0.011767529	-2.045196298
A0A0U1RRE5	550643	NBDY	-0.067576475	-0.150377374	-0.813926149	-0.35394805	0.406756258	-0.421563897	-0.450692385	-0.791275681	-0.771556311	0.440922301	-0.465784935	1.312775589	0.159702047	-0.240407384	0.652225057	-1.111400503	-1.536860254	-0.217140576	0.107428769
A0AV96	54502	RBM47	-0.480831262	-0.336308993	-0.082713344	-0.73775189	-0.567723218	-1.091765151	-0.650077527	-0.664587834	-0.617423314	-0.711166338	-0.590699714	-0.929525007	-0.768458207	-0.127527378	-0.237224459	-0.46189616	-1.119942066	-1.411071908	-0.332165209
A0AVF1	79989	TTC26	-1.050583116	-0.111372457	-0.043455027	-1.144455379	-0.630433609	0.091915124	0.800973407	0.125594156	-0.804696627	-0.471549815	1.135859355	-0.646005817	0.477841777	1.346735786	-0.443639317	-0.613539975	-0.912436887	-0.470041154	0.711571229
A0AVT1	55236	UBA6	-0.635059936	-0.691223587	0.139096217	-0.727969171	0.23727717	-0.044362719	-0.237391419	-0.533534535	-0.51970172	-0.077859637	-0.281361486	-0.698770612	-0.289971081	0.392418701	-0.58837434	-0.036686373	-0.792558357	-0.760881088	0.148978072
A0FGR8	57488	ESYT2	0.179548416	-0.001104188	0.450855008	-0.077136077	0.050879257	0.465880797	0.568332486	0.009717788	0.022151649	0.225504274	0.187584328	-0.448550341	0.296891349	0.883685474	0.028397549	0.221485625	-0.506224297	-0.345991507	0.406155299
A0JLT2	219541	MED19	-1.451275341	0.105472988	-1.165302229	-0.707569416	0.291154633	-0.323480617	-0.669895203	-0.517067596	-0.44245168	-1.12823376	-0.762991209	-0.489244851	-0.509537249	0.361192457	-0.051663455	0.706113874	0.873337844	-2.215895728	0.111750052
A0JNW5	23074	BLTP3B	-0.32391149	-0.614611046	0.000138984	0.136060225	-0.556645403	0.331098064	0.397802215	0.216796023	NA	0.09756581	0.376177783	-0.016027638	0.04439797	0.001862586	0.423006069	NA	NA	-1.415741624	0.348231195
A0M8Q6	28834	IGLC7	1.370584953	1.599248106	0.566923969	-1.649611215	-1.461171858	0.653143426	-0.790807499	-0.617379815	-0.614465752	0.607742123	-1.319064491	0.051119952	1.794520835	-0.22720013	0.246314948	0.945421956	-0.86285179	0.453468608	-1.289268817
A0MZ66	57698	SHTN1	-1.407038088	-0.821535364	-0.79693046	-1.120489094	-0.976554693	-1.343021432	-1.173960614	-0.654260597	-0.652446018	-1.206803821	-1.074386374	-1.159791193	-0.790719204	-0.411138818	-0.76460213	-0.686184406	-0.771633425	-0.419811892	0.303147024
A0PJW6	79064	TMEM223	-1.01557101	-0.246971221	0.265575841	-0.389083477	-0.643842783	-0.513670172	-0.751555825	0.075356749	-0.002726935	-0.583965325	-0.173431199	-0.064130542	-0.281280682	-0.304219479	-0.274208025	-0.967715605	1.53624937	-0.439940254	0.33181676
A0PJW8	92196	DAPL1	NA	-1.351175996	-1.887948867	-0.951898738	-0.67001915	NA	-1.275099011	-1.502732657	0.407392618	-1.611220282	-1.760248537	-1.146772257	-0.498841932	-0.512014956	-1.147227954	-1.020896244	-0.268651804	NA	1.421221745
A0PJZ3	727936	GXYLT2	-1.519742869	0.197778291	0.10506239	-0.138700803	-0.234759882	-0.852315817	0.231119889	-0.82407941	-0.700865217	-0.442643887	-0.324930741	1.178960297	-0.134748954	-0.696162475	-0.000247467	-0.293569317	0.38965299	0.341838177	-0.40326166
A0PK00	144404	TMEM120B	0.326373926	-0.307057708	-0.35547886	-0.63391817	-0.749062057	-0.688731941	-0.859237088	0.134508079	NA	0.783861522	-0.532596309	-0.803349425	-0.300040929	NA	NA	-0.612276726	0.512656504	-0.602659122	NA
A1A4S6	79658	ARHGAP10	0.033496757	0.914230044	1.37919278	-0.245059022	1.582149507	1.038597769	1.889130801	-0.189945595	0.697139796	1.679739351	0.457066351	0.529762873	0.776696688	1.892102234	0.268050949	1.284733522	1.167152634	0.617197192	1.072673753
A1IGU5	389337	ARHGEF37	0.182221089	0.185491628	0.111617936	0.61323151	0.615236222	0.993941073	1.61531446	0.070088563	0.319129002	-0.095556963	1.025342721	-0.993719651	0.605090519	1.591766585	0.225115707	1.627722132	0.947239654	-1.628095908	0.820320646
A1L020	92312	MEX3A	-0.128473036	NA	NA	NA	NA	NA	0.003621632	0.350230214	-0.534783794	1.057377383	-0.161854145	-0.541212503	-0.377076245	0.284609055	-0.204886361	-1.297931005	-0.201266467	0.833648432	0.378039679
A1L0T0	10994	ILVBL	-0.196995677	-0.185436384	-0.128905048	-0.416202171	0.292074789	-0.076719454	-0.384078439	0.029888565	-0.056989908	-0.476622627	-0.507289968	-0.251781625	-0.460014733	0.301604088	-0.124047207	-0.309523118	-0.308958149	-0.498289722	0.657297921
A1L170	400793	C1orf226	-0.31904337	-0.098812822	-0.371052322	-0.781518009	0.616383108	-0.088885911	-0.634478784	-0.161561383	-1.537534502	-1.039062564	-1.082100088	-0.120316487	0.213060114	-0.22583369	-0.241564793	-0.189335337	-0.347418251	-0.07047592	-0.761723282
A1L390	26030	PLEKHG3	0.201472715	-0.376460084	-0.291614357	-0.188621049	-0.485620614	-0.743580361	-0.204677278	-0.03869278	0.061596932	-0.39894547	-0.036776136	0.076544298	0.412981305	0.037955431	0.360236008	-0.500391298	-2.203911828	-0.748826803	0.318944475
A1L4H1	284297	SSC5D	-0.321122756	0.239942512	0.668291819	-0.179063932	1.461412455	0.829157023	1.346228199	-0.234765001	1.523426926	1.191672108	1.153524944	1.537046774	0.991831999	1.426173212	-0.038658006	0.765137417	0.170598913	0.828370541	0.602671246
A1X283	285590	SH3PXD2B	-0.372917024	-0.153815088	-0.251155366	-0.530637786	0.083111336	0.008348642	-0.154930511	-0.309351374	-0.214602572	0.244363122	-0.103304036	-0.696024197	0.027425523	0.025487524	-0.04432252	0.024423022	-0.022113276	-0.332162913	0.126436432
A1Z1Q3	140733	MACROD2	-1.288585745	-0.361067224	-0.183848042	-1.184476857	1.13022654	-0.486846735	0.888629186	0.160543919	0.455027595	2.560652776	0.308802062	0.248228831	1.014337703	-0.0742508	-0.475587999	0.498527692	-0.124043903	-0.066386553	1.30481666
A2RRP1	51594	NBAS	-0.137677701	-0.209165303	0.059424403	-0.460403404	0.143418568	-0.133725706	-0.178051262	-0.117436701	-0.141181919	-0.094413554	0.196366415	-0.086684697	-0.008188604	0.388031422	-0.207081484	-0.054881474	0.422974159	-0.235757565	0.675644974
A2RTX5	123283	TARS3	-0.748741653	-0.025013517	0.665750307	-1.144344	0.853957579	0.40722981	0.932128917	-0.304345123	-0.401016459	0.1586282	0.658450617	0.520114685	-0.085582924	0.726336097	-0.470865536	0.24550695	1.11156498	-1.024452804	1.61475354
A2RUB1	284071	MEIOC	-2.633590276	-0.427201469	-2.86570423	-2.571828652	-1.268705027	-0.063999258	1.548966752	-0.930925033	NA	-1.779361642	-0.385785004	NA	NA	-2.901649601	-1.907164367	-1.22871613	4.388306986	NA	NA
A2RUS2	22898	DENND3	-0.212588734	0.546835548	0.46590208	-0.562782943	0.264180716	0.633094424	-0.175214012	0.237537108	-0.488493221	-0.493135583	-0.117209095	-0.093169244	-0.340860062	0.319632571	0.785968055	0.299085532	-0.025607854	-0.490244609	0.311343015
A2VDF0	282969	FUOM	-0.78918683	-0.702049558	-0.098590445	-1.068900717	0.321312207	-1.891258247	-0.655859855	-0.975957937	-0.518300332	-1.209484568	-0.914323702	-1.289648685	-0.757099437	-0.206153198	0.06613733	-0.963236243	NA	-1.407988007	-0.501174192
A3KMH1	23078	VWA8	0.214187687	-0.219227654	0.009538447	-0.32737438	0.189627904	-0.110591008	-0.076477993	0.477679498	-0.172150853	-0.25438618	0.065983184	-0.059876115	-0.141375181	0.192411668	0.016468937	-0.293485215	0.708167872	-0.290635603	0.174206457
A3KN83	55206	SBNO1	-0.649440516	-0.23208224	-0.256155453	-0.713694225	0.021315945	-0.170361991	-0.641010751	-0.381399149	-0.325830072	-0.807124713	-0.57335805	-1.109062315	-0.535494361	-0.128607162	-0.364331241	-0.677114753	-0.231143466	-0.839175757	0.154169271
A4D161	340277	FAM221A	1.245874916	NA	NA	NA	0.315350767	0.39796906	0.380664824	0.989092481	-0.463171215	0.1830276	-0.003873414	0.051573606	-0.838946699	NA	NA	NA	NA	0.925425571	0.088629852
A4D1E9	85865	GTPBP10	-1.184151268	0.271140502	-0.540144059	-0.416887488	-0.088879235	-0.087973781	-0.797102709	-0.287248823	-0.76472818	-1.020343467	-0.826769364	-0.92414215	-0.700399533	-0.322783098	-1.049373375	-0.694168316	0.020638933	-1.246157148	0.01729144
A4D1P6	29062	WDR91	-0.329560516	-0.314368457	0.213928171	0.106205627	0.505641244	0.373333032	0.31894713	-0.108577683	-0.099506795	0.255838625	0.013957653	-0.132991823	0.212970192	0.203209913	0.387041394	-0.000286195	-0.589514857	0.252056066	0.701453994
A4D1U4	57189	DENND11	-2.004345928	-0.368455509	-0.376897427	-0.934710401	0.15912498	0.249480493	1.197553953	0.391485529	-0.567732198	-0.545268175	0.669672928	-0.821879656	-0.748291195	0.548681852	1.175955718	0.267619371	0.893968143	-1.398271525	0.313703223
A4FU01	10903	MTMR11	0.049393303	-0.58535667	-0.450121865	-1.096511916	NA	0.481271105	NA	NA	NA	NA	0.953963893	-0.435381151	0.349658835	0.047787137	NA	-0.459925854	NA	-5.458074166	1.523187846
A4UGR9	129446	XIRP2	-0.77766137	0.093738406	0.67074511	0.083229045	NA	NA	-0.08409381	-0.601534836	-0.723327807	-0.291463785	-0.468016213	0.955700988	0.807404202	NA	NA	-0.365702614	3.009126001	NA	0.232325219
A5A3E0	728378	POTEF	-0.984453823	1.78520446	0.376620354	0.536766481	-0.863736609	2.246979805	3.575080178	-0.140237607	-1.590288237	NA	3.623913259	1.427134417	2.927768602	0.453395832	1.354111882	2.042722064	2.820592557	-0.475701646	1.537736495
A5D8V6	55048	VPS37C	-1.026665724	0.042225723	-0.024422234	0.198106037	-0.119790637	0.10591573	0.469715934	-0.173409582	-0.006422873	-0.258891259	0.344194153	0.024045776	0.7825911	0.206982814	-0.778112014	-0.429698198	-0.070765623	-0.675794584	0.194535016
A5PLL7	387521	PEDS1	-0.597321747	0.953083886	-0.361601872	-1.10424348	-0.117969277	-1.100223907	-1.000225036	0.637705346	NA	-1.107051898	-0.809515983	NA	NA	-0.223768195	-0.71892567	-0.812851162	-0.691362752	-1.832059019	0.248835783
A5PLN9	80006	TRAPPC13	-0.662053459	-0.060696402	0.126964812	-1.245033327	-0.457720694	0.004676492	0.12548476	0.446093128	-0.147275646	-0.28347629	0.231951026	-0.283360189	-0.208688077	0.572971313	-0.178204954	0.068744731	-0.495174467	-0.202391855	0.182672478
A5YKK6	23019	CNOT1	-0.733676911	-0.208518092	-0.081528547	-0.467174234	0.171324205	-0.234430876	0.037967732	0.188983867	-0.686018176	-0.200189126	-0.296238418	-0.645853916	-0.25623136	0.105624245	-0.162294071	-0.310906336	-0.417137615	-0.654224746	0.453840258
A6H8Y1	55814	BDP1	-2.036186856	NA	NA	NA	NA	NA	-1.16166502	-2.343021087	-0.752401062	-0.266819909	-1.794567534	-0.828196532	-0.274762963	-0.119864507	-0.181411897	-1.232103894	-3.490864591	-1.603275286	-2.497499837
A6NC98	283234	CCDC88B	0.358372947	-0.058048119	0.73458137	1.263039806	-0.184157878	-0.133849784	-0.237841901	0.503945179	0.621592718	-0.284636695	0.157858004	-3.070791379	-1.7635217	-0.055099095	0.147500781	-0.103215737	-0.313008596	-0.289875969	-0.188870513
A6NDB9	342979	PALM3	-0.310845304	-0.803704411	-1.070728413	-0.648140311	-0.941951723	-1.297563001	-1.297093137	-1.708994127	-1.363699399	-2.120029966	-0.666743889	-1.287761297	-0.984801956	-1.020861763	-2.229836324	-0.619048794	-0.500110153	-0.319987008	0.915789683
A6NDG6	283871	PGP	-0.856141193	-0.505753678	-0.240649102	-1.013895052	-0.806295838	-0.613263244	-0.360925251	-0.435812236	-0.966797562	-1.155314558	-0.806473626	-0.255228152	-0.477247856	-0.539816125	-0.727340821	-1.121577137	0.51649822	-0.99932867	0.231003172
A6NDU8	285636	RIMOC1	-0.448173921	0.148488308	-0.449472208	-0.776291333	0.270903608	-0.204292463	0.129811874	-0.510240617	-0.881408556	-0.338725422	0.185725013	-0.242493324	-0.112680104	0.290791803	-0.243962252	0.009770972	-0.040080101	-0.955613937	0.67905058
A6NED2	91433	RCCD1	-0.698463663	NA	NA	NA	-0.040016654	-0.055154615	-0.389806171	-0.430793009	-0.815753558	-0.544187133	0.195546522	0.034986201	-0.544888705	1.792096457	0.086049896	0.085841068	0.0982881	-0.757612695	0.767072896
A6NEE1	400224	PLEKHD1	-1.838819249	-0.29167201	-0.323507503	-0.436808778	NA	0.176660671	-0.663313533	-0.656895855	-0.032635822	-1.286327117	-0.247683343	-1.178075649	0.393042497	-1.319384306	-4.74328814	-0.793384565	NA	-0.619851599	-1.170733516
A6NFI3	100131017	ZNF316	-1.35547309	-0.215083812	-0.42170785	0.943295989	-0.65514843	-1.074183871	0.192871176	-0.345059839	-1.36254833	0.169054928	-0.862770575	-0.078768119	0.106691249	-0.280219885	-0.566916509	-0.117392684	-0.991772573	0.145375925	0.365974421
A6NGB9	644150	WIPF3	-0.347988524	1.131399798	0.107792917	0.091487701	NA	NA	NA	-1.253229902	-1.865165888	NA	1.098768475	0.561056165	0.695458766	0.345466597	1.217046724	1.105591266	0.929973496	0.018820933	0.434240457
A6NHL2	79861	TUBAL3	-0.931537972	-0.861730217	-1.490904658	-1.314731001	0.183546223	-0.994905982	-0.878587019	-0.292878991	-1.066794774	-1.698182296	-0.694312886	-1.276848918	-1.280270131	-0.57554781	-1.897700737	-1.051679304	-1.549990585	-3.361940413	-1.083072951
A6NHQ2	345630	FBLL1	-2.276866096	-1.463480281	-1.279114746	-2.597592157	-0.906012484	-0.945390049	NA	-1.745171439	0.081373527	-1.748067387	-1.935863906	-0.455293438	-0.518544818	-0.184799684	-2.515029117	-0.442144052	-1.587142568	-3.517368828	-0.354872836
A6NHR9	23347	SMCHD1	-0.541343133	-0.497170071	-0.089294092	-1.0745857	0.130802598	-0.041231899	-0.075981232	-0.086253223	-0.99042154	-0.459014687	-0.617132291	-0.587924961	-0.553127807	0.237029921	-0.518406859	-0.224670886	-0.781217721	-0.703268741	0.437391191
A6NHX0	729438	CASTOR2	-0.851364688	-0.352418711	0.068230455	-1.003613096	-0.088864913	-0.509718203	0.0528135	0.33684307	-1.189022071	-0.599414134	0.014469722	-0.385283537	0.516092343	0.275168616	0.57823239	NA	NA	-0.438653405	0.408620514
A6NI28	143872	ARHGAP42	-0.359763569	NA	NA	NA	-2.315275319	1.119758427	0.798303975	0.718334895	-0.735199047	0.61647403	0.309165755	0.213453344	0.662678414	-0.206894767	0.12675627	0.090215901	-0.091274325	-0.931751079	-0.157681986
A6NIH7	84747	UNC119B	-0.731587113	-0.348783461	-0.185076831	-1.060367984	0.207287443	-0.224288471	0.18486503	-0.524186479	-1.346522802	-0.567892816	-0.740874131	-1.482799694	-0.588679623	0.268689609	-1.175993644	-0.603557585	-1.672112117	-1.448269712	0.008068864
A6NJ78	196074	METTL15	0.157461187	-0.069221912	-0.185804312	0.483420484	0.135868074	-0.101246004	0.0250089	-0.2428116	0.323017386	-0.12815967	-0.450754549	-0.232066672	-0.182845404	0.05657095	-0.193088865	-0.000123783	-0.298113277	0.577039394	0.399799934
A6NKD9	317762	CCDC85C	-0.675031589	NA	NA	NA	1.105954277	0.017171811	1.046840497	2.050997659	NA	-1.080195066	0.350990919	-0.11288916	-0.046415231	0.339600182	-0.078157781	0.014743589	1.576431733	-0.824147142	-0.021301124
A6NMZ7	131873	COL6A6	0.692277428	0.571587066	1.265004657	0.667921839	-0.258890529	0.412540389	0.621259842	2.427227297	1.907175852	0.12076278	1.597057437	2.296722505	1.053470193	0.776375149	0.63273309	1.275848806	0.697054433	0.752154573	0.277126135
A7E2V4	23053	ZSWIM8	-0.041619983	0.414960735	-0.129791483	-0.978694436	0.628577658	0.233504652	0.669017025	0.545884063	0.136685834	-0.848126021	0.041006304	0.103550715	0.049478434	-0.008454708	0.026670445	-0.295935014	-0.38078076	-0.533830524	0.692712681
A7KAX9	9743	ARHGAP32	NA	0.469070981	-0.434441441	-0.105666957	NA	NA	NA	NA	0.589308388	0.454993417	-0.175667245	-0.178126687	-0.19311717	-0.132429117	-0.110856127	-0.448061212	-0.052326165	-1.594782872	0.333699548
A8CG34	100101267	POM121C	-0.441071182	0.308534295	0.716709716	-0.333336578	0.29022669	-0.287291705	0.326308496	-0.230095828	-1.186242765	NA	-0.166589394	NA	NA	NA	NA	0.515786392	-1.047040312	-0.807170041	0.755945471
A8K2U0	144568	A2ML1	-0.312679174	-0.327587937	-1.462362347	1.657167566	5.058986538	0.994646699	-0.580211685	0.617388562	2.563341082	4.199523521	NA	NA	NA	-0.663707938	-4.030436652	-0.344704216	0.140994821	1.082283403	-0.377417629
A8MSI8	201229	LYRM9	-0.145922092	0.513564527	0.17793386	0.539296675	0.814224056	0.855453278	1.230690104	-0.261765807	NA	NA	0.786183018	0.01139015	0.144528541	0.976038768	0.722147859	0.189038139	-0.207819849	0.538957807	0.417156745
A8MTT3	100505876	CEBPZOS	-0.169101444	NA	NA	NA	-0.147583753	0.151495094	-0.311941347	0.621864354	-1.22953476	-0.393479942	-0.41798518	0.737302423	0.273560431	0.072014505	-0.144630104	NA	NA	0.329500555	0.992086405
A8MVW0	284069	FAM171A2	NA	0.223353194	-1.05189968	-0.902633101	NA	NA	-0.685159163	-0.517575396	0.844739796	-0.175676201	-0.234563729	0.000173901	0.317638293	0.297933862	0.768986085	NA	NA	-0.387270777	0.012544156
A8MW92	51105	PHF20L1	1.047738974	0.623659943	-0.572442009	-0.034914868	0.197558037	-0.625427667	-0.977747843	-0.201366111	-0.937966515	-1.040052958	-0.567807234	-1.447803012	-1.112230232	-0.642034316	-0.203092691	-0.52767374	0.026372695	-0.421906301	0.235957982
A8MXV4	390916	NUDT19	-0.484538005	-0.312170695	-0.641903094	-1.306907654	-0.550032685	-1.005681194	-0.3089765	-0.047586975	-0.126263692	-0.770730284	-0.698937422	-0.397054298	-0.862925183	-0.491801025	-0.325179085	0.489399428	0.294741639	-0.708594571	-0.56978952
A8TX70	256076	COL6A5	NA	0.078021778	1.591528844	2.669724759	-2.131574407	-0.363172197	-1.29536942	0.319179178	2.905244389	-1.171681986	NA	NA	NA	0.081683752	-0.687726305	0.194218176	-0.728724402	-0.001958768	-0.442320597
A9UHW6	57409	MIF4GD	-1.037747465	0.228187694	0.09805164	-0.002435558	0.513936846	0.211206358	-0.125298253	-0.250462827	-0.491664923	-0.202738253	-0.349856556	-0.026381057	0.120171992	0.817818131	-0.098640002	0.210866504	0.021716846	-0.731348144	0.511607581
B0I1T2	64005	MYO1G	-0.483191399	-0.289993639	0.815721062	-0.723614006	0.086610355	-0.19240693	0.205640303	0.298557391	-0.109634968	-0.285495449	-0.026542562	0.253924781	-0.338130891	0.370524835	-0.105573128	0.232875821	0.29616693	0.3553045	-0.050192437
B1AJZ9	114827	FHAD1	-2.078640873	1.125053872	-2.097007342	-1.278794423	-1.388316911	0.252882854	-0.004966027	0.138513366	-0.60660327	-0.396501367	-0.495069906	-1.445877925	-1.825206374	NA	-0.151064119	-1.241278869	-0.591661296	-1.194885647	1.000673629
